states,scores
2201221011220101102012010,"[0, 0, 0, 0, 0.0119]"
2121122210120002100011000,"[0, 0, 0.0119, 0, 0]"
2121122210122002110011000,"[0, 0, 0, 0, 0]"
2121122211122002110011200,"[0, 0, 0, 0.0119, 0]"
2121122211122202111011200,"[0, 0, 0, 0.0119, 0]"
2121122211122212111011220,"[0, 0, 0, 0, 0.0119]"
2201020020100102001010010,"[0, 0.04162, 0, 0, 0]"
2201022020110102001010010,"[0, 0.04307, 0, 0, 0]"
2201022020110102201011010,"[0, 0, 0.03705, 0, 0]"
2221022120110102201011010,"[0, 0, 0.03009, 0, 0]"
2221122122112112201011010,"[0, 0, -1, 0, -0.43215]"
2021210112200101002010000,"[0, -1, 0, 0, 0]"
2221210112201101002010000,"[0, -1, 0, 0, 0]"
2121021210100102002000010,"[0.0119, 0, 0, 0, 0]"
2121021210110102002020010,"[0, -1, 0, 0, 0]"
2011220210101102012020010,"[0, 0, 0, 0, 0]"
2111220210101102012020210,"[0, -1, 0, 0, 0]"
2111020010200101002000020,"[0, 0.02083, 0, 0, 0]"
2211221211120122102111020,"[0, 0, -1, 0, -1]"
1121020110202201010020000,"[0, -1, 0, 0, 0]"
2211121200210001100020000,"[0, 0.04756, -1, -1, 0]"
2211121210210001100022000,"[0, 0, 0, 0, 0]"
2211121210210201101022000,"[0, 0, -1, 0, 0]"
2221122122112112201211011,"[0, 0, -1, 0, 0]"
2201120012100010000000000,"[0, 0, 0, 0, 0]"
2201120012100112000000000,"[0, 0.0119, 0, 0, 0]"
2201211011220101002020010,"[0, 0.03529, 0, 0, 0]"
2201211011220121102221010,"[0, 0, -1, 0, 0]"
2021020110100102000000000,"[0, 0, 0, 0, 0]"
2121021110100102002000020,"[0, 0.01785, 0, 0, 0]"
2121021110110102002020020,"[0, -1, -1, 0, -1]"
2121121000120000000000000,"[0, 0, 0, 0, 0]"
2121121200120001000000000,"[0.0119, 0, 0, 0, 0]"
2121121200120001100020000,"[0, 0, 0, 0, 0]"
2121121202121001100020000,"[0, -1, 0, 0, 0]"
2221121012100122002110010,"[0, 0.02351, 0, 0, 0]"
2221121112120122002110010,"[0, 0.0119, 0, 0, 0]"
2221121112120122202111010,"[0, 0, 0.0119, 0, 0]"
2221121112121122202111012,"[0, 0, 1, 0, 0]"
2001220012100201001000010,"[0.0119, 0, 0, 0, 0]"
2101220012100201001020010,"[0, 0.0119, 0, 0, 0]"
2101222012110201001020010,"[0, 0.0119, 0, 0, 0]"
2101222012110201201021010,"[0, 0, -1, 0, 0]"
2012000110000000000000000,"[0.02618, 0, 0, 0, 0]"
2012020110000100000000000,"[0.01785, 0, 0, 0, 0]"
2012020110200101000000000,"[0.01726, 0, 0, 0, 0]"
2012120110200101000020000,"[0, 0.01785, 0, 0, 0]"
2212120110201101000020000,"[0, -1, 0, 0, 0]"
2111021220000100000000000,"[0, 0.0119, 0, 0, 0]"
2101000010000200000000000,"[0.06234, 0, 0, 0, 0]"
2121021010100202001000000,"[0.03303, 0, 0, 0, 0]"
2121121011120202001020000,"[0, 0, 0.02723, 0, 0]"
2211010020100102000000000,"[0.0119, 0, 0, 0, 0]"
2211011020100102000020000,"[0, 0, 0, 0, 0]"
2211211020100102001020000,"[0, 0.01726, 0, 0, 0]"
2211211020120102101020000,"[0, 0.01785, 0, 0, 0]"
2211211120120102101022000,"[0, 0, 0.01726, 0, 0]"
2211211120122102111022000,"[0, 0, 0, 0, 0]"
2211211120122102111022210,"[0, 0, 0, 0, 0.0119]"
2211211122122112111022210,"[0, 0, 0, 0, 0.0119]"
2021100001000000000000000,"[0.03886, 0, 0, 0, 0]"
2121120111202001000020000,"[0, 0, 0, 0, 0]"
2011020110100102002000020,"[0.0279, 0, 0, 0, 0]"
2111020110100102002020020,"[0, 0.02232, -1, 0, 0]"
2111022110110102002020020,"[0, -1, 1, 0, 0]"
2100010000000000000000000,"[0, 0, 0, 0, 0]"
2101010000200000000000000,"[0.06173, 0, 0, 0, 0]"
2101211010200002000000000,"[0, 0, 0, 0, 0]"
2101211010210002000020000,"[0, 0.03448, 0, 0, 0]"
2211201010000100002000000,"[0.0449, 0, 0, 0, 0]"
2211221010100100002000000,"[0.04864, 0, 0, 0, 0]"
2211221012110100002000000,"[0.01785, 0, 0, 0, 0]"
2211221012110102102000000,"[-1, 0, 0, 0, -1]"
2111222011200011000020000,"[0, 0.01785, 0, 0, 0]"
2111222111220011000020000,"[0, 0.46785, 0, 0, 0]"
2111222111220111200020000,"[0, 1, 0, 0, -1]"
2221121110200101002020010,"[0, -1, -1, 0, -1]"
2221121110221101002020010,"[0, 0.0119, 0, 0, 0]"
2221121110221101212020010,"[0, -1, -1, 0, 0]"
2111212012210101202020010,"[0, 0, 0.01785, 0, 0]"
2021110000000000000000000,"[0.02356, 0, 0, 0, 0]"
2021110020100000000000000,"[0, 0, 0, 0, 0]"
2021110020100201000000000,"[0.0119, 0, 0, 0, 0]"
2121110020100201000020000,"[0, 0, 0, 0, 0]"
2121111022100201000020000,"[0, 0, 0, 0, 0]"
2121111222110201000020000,"[0, 0.0119, 0, 0, 0]"
2121111222111201200020000,"[0, 0.0119, 0, 0, 0]"
2121111222111201210022000,"[0, 0, 0.0119, 0, 0]"
2121111222111211210022200,"[0, 0, 0, -1, 0]"
2201102010010000000000000,"[0.0119, 0, 0, 0, 0]"
2201112010010200000000000,"[0, 0, 0, 0, 0]"
2201112012110200000000000,"[0, 0, 0, 0, 0]"
2201112012110202100000000,"[0.0119, 0, 0, 0, 0]"
2201112012110202101020000,"[0, 0.0119, 0, 0, 0]"
2201112012110202101022010,"[0, 0, 0, 0, 0]"
2221112112110202101022010,"[0, 0, -1, 0, 0]"
2121210110100102002000020,"[0, 0.0119, 0, 0, 0]"
0021200211000100000000000,"[-1, -1, 0, 0, 0]"
2211211011220122202011010,"[0, 0, 0.0119, 0, 0]"
2211211211221122202011010,"[0, 0, 0, 0, -1]"
2111222111200101002020000,"[0, 0, 0, 0, 0]"
2111222111221101002020000,"[0, 0.0119, 0, 0, 0]"
2111222111221111202020000,"[0, 1, 0, 0, 0]"
0021200112000100000000000,"[-1, 0, 0, 0, -1]"
2211221010200101002010000,"[0, 0.01785, 0, 0, 0]"
2211221010220101002010010,"[0, 0, 0, 0, 0]"
2211221011220101202010010,"[0, 0, 0.0119, 0, 0]"
2011210010000100002000020,"[0.02321, 0, 0, 0, 0]"
2011210110200100002000020,"[0.01785, 0, 0, 0, 0]"
2011210110201102002000020,"[-1, -1, 0, 0, 0]"
2101221010110102002000020,"[0, 0.02775, 0, 0, 0]"
2121021110221001000020000,"[0, 0.0119, 0, 0, 0]"
2121021110221001210020000,"[0, 0, 0, 0, 0]"
2121021110221101210020200,"[0, -1, 0, 0, 0]"
2001120010200201001020010,"[0, 0, 0, 0, 0]"
2121120012200211001020010,"[0, 0.0119, 0, 0, 0]"
2121122112200211001020010,"[0, 0.0119, 0, 0, 0]"
2121122112221211001020010,"[0, 0.0119, 0, 0, 0]"
2121122112221211201021010,"[0, 0, 0.0119, 0, 0]"
2121122112221211221021110,"[0, 0, 0, 0, -1]"
2101212011210101202020000,"[0, 0, 0, 0, 0]"
2121212011210111202022010,"[0, 0, 0, 0, -1]"
2221121110110102002020000,"[0, 0, 0.01785, 0, -1]"
2211021110122102212012010,"[0, 0, 0.04913, 0, -1]"
2211121110122102212012210,"[0, 0, 0, 0, 0.02579]"
2211121112122112212012210,"[0, 0, 0, 0, 0.0119]"
2001110002000000000000000,"[0, 0, 0, 0, 0]"
2201110002000010000000000,"[0.0119, 0, 0, 0, 0]"
2201110012200010000000000,"[0.0119, 0, 0, 0, 0]"
2201110012200112000000000,"[-1, 0, 0, 0, 0]"
2121210010000000000000000,"[0.02321, 0, 0, 0, 0]"
2121210010200100000000000,"[0.01785, 0, 0, 0, 0]"
2011220010200101002000010,"[0.03093, 0, 0, 0, 0]"
2011220012200101002010010,"[0, 0, 0, 0, 0]"
2211221012200101002010010,"[0, 0.0119, 0, 0, 0]"
2211221012220101102010010,"[0, 0, -1, 0, 0]"
2211221011110122202021010,"[0, 0, -1, 0, -1]"
1002220010200101001000000,"[-1, 0, 0, 0, -1]"
2211120210201101012020000,"[0, 0.01785, 0, 0, 0]"
2211122210211101012020000,"[0, 0.0119, 0, 0, 0]"
2211122210211101212021000,"[0, 0, 0, 0, -1]"
2221012110200101002010000,"[0, 0, 0, 0, 0]"
2221112110220101002010000,"[0, 1, 0, 0, 0]"
2111020210201100002000000,"[1, 0, 0, 0, 0]"
2221201110010100002000000,"[0.0119, 0, 0, 0, 0]"
2221221110011100002000000,"[-1, 0, 0, 0, 0]"
2011220110200101002000000,"[-0.05526, 0.03299, 0, 0, 0]"
2011220110202101002010000,"[0, 0.0119, 0, 0, 0]"
2211221110202101002010000,"[0, 0.0119, 0, 0, 0]"
2211221110222101002010010,"[0, -1, 0, 0, 0]"
2121121012100102002020010,"[0, 0.07552, 0, 0, 0]"
2121121012120102102020010,"[0, 0.06975, -1, 0, 0]"
2121121112120102102022010,"[0, 0, 0.05181, 0, -1]"
2121121112122102112022010,"[0, 0, 0.03581, 0, 0]"
2121121112122112112022210,"[0, 0, 0, 0, 0.02083]"
2111220111202201001020000,"[0, 0.0119, 0, 0, 0]"
2111222111202201001020010,"[0, 1, 0, 0, 0]"
1002000010000200001000000,"[0.0119, 0, 0, 0, 0]"
1002020010000200001000010,"[0.02351, 0, 0, 0, 0]"
1002020010200201001000010,"[0, 0, 0, 0, 0]"
1102020010200201001020010,"[0, 0, 0, 0, 0]"
1102221010200201001020010,"[0, 0, 0, 0, 0]"
1102221011220201001020010,"[0, 0.0119, 0, 0, 0]"
1112221011220201201020010,"[0, -1, 0, 0, 0]"
2201121012110102002020010,"[0, 0, 0, 0, 0]"
2201121012110102202021010,"[0, 0, -0.3331, 0, 0]"
2221121012110112202021010,"[0, 0, -1, 0, -0.8625]"
2221121012110112202221011,"[0, 0, -1, 0, 0]"
2101020020100100001000020,"[0.02083, 0, 0, 0, 0]"
2101120020100102001000020,"[0, 0, 0.03752, 0, 0]"
2201111010210202202011000,"[0, 0, 0, 0, 0]"
2201111012210202202011010,"[0, 0, -1, 0, 0]"
2221020110100102002010010,"[0, 0.01726, 0, 0, 0]"
2221022110101102002010010,"[0, 0, 0.01785, 0, 0]"
2221122110121102002010010,"[0, 0, 0, 0, -1]"
2201221011120122102111020,"[0, 0, -1, 0, 0]"
2221221011120112102010000,"[0, 0, 0, 0, 0]"
2221221011120112102211000,"[0, 0, -1, 0, 0]"
2221121110220101002000010,"[0, 0, 0, 0, 0]"
2221121110221101202000010,"[0.0119, 0, 0, 0, 0]"
2201120010100102002000010,"[0.0119, 0, 0, 0, 0]"
2201120011100102002020010,"[0, 0, 0, 0, 0]"
2201122011110102002020010,"[0, 0.01785, 0, 0, 0]"
2201122011110112202020010,"[0, -1, 0, 0, 0]"
2001010020200100001000000,"[0.05636, 0, 0, 0, 0]"
2011010020200102001000000,"[0.02321, 0, 0, 0, 0]"
2111010020200102001020000,"[0, -1, -1, 0, 0]"
2211021210210101102020000,"[0, -0.08537, -1, -1, -1]"
2111020210100102000020000,"[0, -0.10417, -1, -1, -1]"
2111022210110102000020000,"[0, 0, 0, 0, 0]"
2201220021100101001000000,"[0.0119, 0, 0, 0, 0]"
2201221021100101001020000,"[0, 0.0119, 0, 0, 0]"
2201221021120101101020000,"[0, 0.0119, 0, 0, 0]"
2201221021120101101022010,"[0, 0, 0, 0, 0]"
2221221121120101101022010,"[0, 0, -1, 0, 0]"
2221121112220101102012010,"[0, 0, 0.02321, 0, 0]"
2221121112222101112012010,"[0, 0, 0.02321, 0, 0]"
2221121112222111112012210,"[0, 0, 0, 0, 0]"
2001120011200001000020000,"[0, 0.03662, 0, 0, 0]"
2201120011200101000020000,"[0, 0, 0, 0, 0]"
2201120011200101002020010,"[0, 0.02321, 0, 0, 0]"
2201122011210101002020010,"[0, 0.01785, 0, 0, 0]"
2201122011210101202021010,"[0, 0, 0, 0, 0]"
2211122011210121202021010,"[0, 0, 0.01726, 0, -1]"
2211122211211121202021010,"[0, 0, 0.0119, 0, 0]"
2211122211211121222121010,"[0, 0, 0, 0, 0]"
2221221110110102002000010,"[-1, 0, 0, 0, 0]"
1011220010200002000010000,"[0, 0.03035, 0, 0, 0]"
1211221010200002000010000,"[0, 0, 0, 0, 0]"
1211221012200102000010000,"[0, 0.0119, 0, 0, 0]"
1211221012220112000010000,"[0, -1, 0, 0, 0]"
2211020010100100002000000,"[0.03386, 0, 0, 0, 0]"
2211021210101102002000000,"[-1, 0, 0, 0, 0]"
2111220010100102002020010,"[0, 0.0119, 0, 0, 0]"
2111221012100102002020010,"[0, 0, 0, 0, 0]"
2111221012120102102020010,"[0, 0.0119, 0, 0, 0]"
2111221212121102102020010,"[0, 0.0119, 0, 0, 0]"
2111221212121102112022010,"[0, 0, 0.0119, 0, 0]"
2111221212121112112022210,"[0, 0, 0, 0, 0.0119]"
2122120010100100000000000,"[0.0119, 0, 0, 0, 0]"
2122120110100100002000000,"[0.0119, 0, 0, 0, 0]"
2122121110100102002000000,"[0.0119, 0, 0, 0, 0]"
2122121110110102002020000,"[0, -1, 0, 0, 0]"
2211020010100102002000010,"[0.06035, 0, 0, 0, 0]"
2011210210000000000000000,"[0.04678, 0, 0, 0, 0]"
2011210210201000000000000,"[0.0328, 0, 0, 0, 0]"
2011210210201002000010000,"[0, 0.0119, 0, 0, 0]"
2211210210201102000010000,"[0, 0, 0, 0.01785, 0]"
2201111010200102002020010,"[0, 0.0119, -1, 0, 0]"
2201111010220102102020010,"[0, 0.0119, 0, 0, 0]"
2211111010220102102022010,"[0, 0, -1, 0, 0]"
2011120010200200001000000,"[0, 0, 0, 0, 0]"
2211120111202201001020000,"[0, -1, 0, 0, 0]"
2211122012110102002010000,"[0, 0.02351, -1, 0, 0]"
2211122012110112202010000,"[0, 0.54137, 0, 0, 0]"
2211122012110112202012010,"[0, 0, -1, 0, -0.28631]"
2201120010200101000000000,"[-1, -1, -1, 0.14287, -1]"
2101210012200111002020000,"[0, 0, 0, 0, 0]"
2101212012210111002020000,"[0, 0, 0, 0, 0]"
2101212012210111002220001,"[0, 0.0119, 0, 0, 0]"
2111212012210111202220001,"[0, 0.0119, 0, 0, 0]"
2111212012210111202222011,"[0, 0, -1, 0, 0]"
2221021110011100200002000,"[-1, 0, -1, -1, -1]"
2221021110211100210002000,"[0, 0, 0, -1, 0]"
2121020210101202001000010,"[0.02351, 0, 0, 0, 0]"
2121021210101202001020010,"[0, 0.0119, 0, 0, 0]"
2121021210121202101020010,"[0, 0, 0, 0, 0.01785]"
2011020210101102002000000,"[0, 0, 0, 0, 0]"
2011120210101102002020000,"[0, 0.01785, 0, 0, 0]"
2211121210101102002020000,"[0, -1, 0, 0, 0]"
2101000010000200001000020,"[0.04972, 0, 0, 0, 0]"
2101020010100200001000020,"[0.03812, 0, 0, 0, 0]"
2101221010100202001010020,"[0, 0.02321, 0, 0, 0]"
2101221011120202001010020,"[0, 0.01785, 0, 0, 0]"
2101221011120202201011020,"[0, 0, 0, 0, 0.0119]"
2211120010100101002020020,"[0, 0.02321, 0, 0, 0]"
2211122010110101002020020,"[0, -0.42917, 0, 0, 0]"
2211122010110101202021020,"[0, 0, -1, 0, -1]"
2101121010220001100022000,"[0, 0, 0.02366, 0, -1]"
2121121011220001100022000,"[0, 0, 0, 0, 0.0119]"
2121121211220101100022000,"[0, 0, 0, 0, -1]"
2011010010200102002000000,"[0.02232, 0, 0, 0, 0]"
2111010010200102002020000,"[0, 0, 0, 0, 0]"
2111011010200102002020020,"[0, -1, 0, 0, 0]"
2201220011100202001010010,"[0, 0.02699, 0, 0, 0]"
2201222011100212001010010,"[0, 0.01785, 0, 0, 0]"
2201222011120212101010010,"[0, 0.0119, 0, 0, 0]"
2201222011120212101112010,"[0, 0, 0, 0, 0.0119]"
2101122011210101202022010,"[0, 0, -1, 0, -1]"
2101221011110112202022000,"[0, 0, 0, 0, 0]"
2121221011110112202122000,"[0, 0, -1, 0, 0]"
2111021010220001000020000,"[0, 0.0119, 0, 0, 0]"
2111021110220001200020000,"[0, 0, 0, 0, 0]"
2111021110221201200020000,"[0, -1, 0, 0, 0]"
2102010010000000000000000,"[0.0119, 0, 0, 0, 0]"
2112010010200000000000000,"[0.0119, 0, 0, 0, 0]"
2112010010200002000010000,"[0, 0.0119, 0, 0, 0]"
2112012110200002000010000,"[0, 0.0119, 0, 0, 0]"
2112012110221002000010000,"[0, 0, -1, 0, 0]"
2221021010110102102010020,"[0, -0.32953, -1, 0, -1]"
2221121010110102102012020,"[0, 0, -1, 0, -0.68347]"
2101022010210201201010000,"[0, 0.01785, 0, 0, 0]"
2111022010210201201012000,"[0, 0, -1, 0, -1]"
1121020210200100000000000,"[0.0119, 0, 0, 0, 0]"
1121020210201102000000000,"[1, 0, 0, 0, 0]"
2011020110100102002020000,"[0, 0, 0, 0, 0]"
2211021110100102002020000,"[0, 0.03544, 0, 0, 0]"
2211021110120102102020000,"[0, 0.02589, 0, 0, -1]"
2211021110121102102022000,"[0, 0, 0.01785, 0, -1]"
2211021110121102122022010,"[0, 0, -1, 0, -1]"
2121120010000000000000000,"[0.06266, 0, 0, 0, 0]"
2121121010200000000000000,"[1, 0, 0, 0, 0]"
2121121012200001000000000,"[0.03705, 0, 0, 0, 0]"
2121121012210001000020000,"[0, 0.02232, 0, 0, -1]"
2121121012210101200020000,"[0, -1, -1, -1, -1]"
2201211010120102102010020,"[0, 0, 0, 0, 0]"
2021010110201102012020210,"[0, 0, 0, 0, 0.02574]"
2021210011000100002000000,"[0.0119, 0, 0, 0, 0]"
2021210111200100002000000,"[0.0119, -1, 0, 0, 0]"
2021210111200102002010000,"[0, 0, 0.0119, 0, 0]"
1101120020200101002020000,"[0, 0.0119, 0, 0, 0]"
1101122021200101002020000,"[0, 0, 0, -1, 0]"
2221021110112102212012100,"[0, 0, 0, 0.05015, -1]"
2201211010210101002020000,"[0, 0, 0, 0, 0]"
2201211012210101002020010,"[0, 0.03154, 0, 0, 0]"
2201211012210101202021010,"[0, 0, 0, 0, 0.03303]"
2221021110102100002000010,"[0.0119, 0, 0, 0, 0]"
2221021110102102002010010,"[0, 0.03461, 0, 0, 0]"
2221121110122102002010010,"[0, -1, 0, 0, 0]"
2111222011110122202011020,"[0, 0, -1, 0, -0.84881]"
2111222011110122202211021,"[0, 0, -1, 0, 0]"
2221221211120102102011010,"[0, 0, -0.4881, 0, -1]"
2221221211122112102011010,"[0, 0, 0, 0, -1]"
2211021110202101002020010,"[0, 0, -1, 0, -1]"
2121111010200002000020000,"[0, 0, 0, 0, 0]"
2121111010210202000020000,"[0, -1, 0, 0, 0]"
2121111010210202200021000,"[0, 0, 0, 0, 0]"
2121111010210202202021010,"[0, 0, 0, 0, -1]"
2201121011100122002010020,"[0, 0.0119, 0, 0, 0]"
2201121011120122102010020,"[0, 0.0119, 0, 0, 0]"
2211121011120122102012020,"[0, 0, 0, 0, 0.0119]"
2211121211120122102112020,"[0, 0, 0.0119, 0, 0]"
2211121211122122112112020,"[0, 0, 0.0119, 0, 0]"
2101021010100002000020000,"[0, 0.03672, 0, 0, 0]"
2101021010120002100020000,"[0, 0, 0, 0, 0]"
2101121010120002100022000,"[0, 0, 0.02834, -1, 0]"
2121121110120002100022000,"[0, 0, -0.42768, -1, 0.0119]"
2211121010110102002020020,"[0, 0, 0, 0, 0]"
2211121110110102202020020,"[0, -1, -1, 0, -1]"
2201121011210101202020000,"[0, 0.09058, 0, 0, 0]"
2201121011210101202022010,"[0, 0, -1, 0, 0.07738]"
2221021110120102002010010,"[0, 0.05214, 0, 0, 0]"
2221121110122102212011210,"[0, 0, 0, 0, 0.03618]"
2221121112122112212011210,"[0, 0, 0, 0, 0]"
2221121011110102202021000,"[0, 0, -1, -1, -1]"
2021110010200101002020000,"[0, 0.04415, 0, 0, 0]"
2221110110200101002020000,"[0, -1, -1, 0, 0]"
2221112110201101002020000,"[0, -1, -1, -1, 0]"
2011100200000000000000000,"[0, 0.02618, 0, 0, 0]"
2011000010000200001000020,"[0.0119, 0, 0, 0, 0]"
2011020010100202001010020,"[0, 0.0119, 0, 0, 0]"
2211020110100202001010020,"[0, 0, 0, 0, 0]"
2211021110102202001010020,"[0, 0, 0, 0, 0]"
2211021110112202021010020,"[0, 0.0119, 0, 0, 0]"
2211021110112202221011020,"[0, 0, 0.0119, 0, 0]"
2211121110112202221011220,"[0, 0, 0, 0, 0]"
2211121112112212221011220,"[0, 0, 0, 0, 0.0119]"
2112020010000100000000000,"[0.13868, 0, 0, 0, 0]"
2112021010200100000000000,"[1, 0, 0, 0, 0]"
2121121112100102002000020,"[0.0119, 0, 0, 0, 0]"
2121121112110102002020020,"[0, -1, -1, 0, 0]"
2011000020000100002000010,"[0, 0, 0, 0, 0]"
2011120020000100002000010,"[0, 0, -1, 0, 0]"
2011020010100102000020000,"[0, -1, -0.20179, 0.03244, 0]"
2021100010000100002000000,"[0.08263, 0, 0, 0, 0]"
2221121012110102002010000,"[0, 0.01785, -1, 0, 0]"
2221121012110102102010020,"[0, -0.37027, 0, 0, -1]"
2221121012110112102012020,"[0, 0, -1, 0, -0.86935]"
2121120112100102002020010,"[0, 0.02232, 0, 0, 0]"
2121122112101102002020010,"[0, -1, -1, 0, 0]"
2201211011220121102120000,"[0, 0.0119, 0, 0, 0]"
2211211011220121102122000,"[0, 0, 0.0119, 0, 0]"
2211211211220121102122010,"[0, 0, 0.0119, 0, 0]"
2211211211222121112122010,"[0, 0, 0.0119, 0, 0]"
2121000100000000000000000,"[0.03395, 0, 0, 0, 0]"
2121020100100000000000000,"[0.03395, 0, 0, 0, 0]"
2121020110100002000000000,"[0.03154, 0, 0, 0, 0]"
2121020110100102000020000,"[0, 0.02083, 0, 0, 0]"
2121122110100102000020000,"[0, -1, 0, 0, 0]"
0121202110000000000000000,"[0.0119, 0, 0, 0, 0]"
2121202110001000000000000,"[0.0119, 0, 0, 0, 0]"
2121222110001100000000000,"[0.0119, 0, 0, 0, 0]"
2121222110201101000000000,"[-1, 0, 0, 0, 0]"
2211022110110202001000000,"[0, 0, 0, 0, 0]"
2211022110110202101020000,"[0, 0.0119, 0, 0, 0]"
2211022110111202101022000,"[0, 0, -1, 0, 0]"
2121120120100102000000000,"[0.01785, 0, 0, 0, 0]"
2121120121100102000020000,"[0, 0.0119, 0, 0, 0]"
2121122121101102000020000,"[0, 0.0119, 0, 0, 0]"
2121122121121102010020000,"[0, -1, 0, 0, 0]"
2221220110100101002000010,"[0.0119, 0, 0, 0, 0]"
2221221110100101002020010,"[0, -1, -1, 0, -1]"
0121000210002000010000000,"[0, 0, 0, 0, 0]"
2121001210002000010000000,"[0.02857, 0, 0, 0, 0]"
2121021210102102010000000,"[0.02351, 0, 0, 0, 0]"
2121221210112102010000000,"[0.0119, 0, 0, 0, 0]"
2111022010200101002020010,"[0, -1, -1, 0, 0.05304]"
2111022210210101002020010,"[0, -1, 0, 0, 0]"
2201011010000200000000000,"[0.03954, 0, -1, 0, 0]"
2201011010200201000000000,"[0.04127, 0, 0, 0, 0]"
2201011010210201000020000,"[0, 0.01785, 0, 0, 0]"
2201011010210201200021000,"[0, 0, 0, 0.0119, 0]"
2121020010100102002010000,"[0, 0.02053, 0, 0, 0]"
2121022010110102002010000,"[0, 0.18043, 0, 0, 0]"
2121222010110102102010000,"[0, 0, -1, 0, 0]"
2211221011120122102211021,"[0, 0, -1, 0, 0]"
2011120020200100001000000,"[0, 0, -1, 0, -1]"
2111022010210101202020010,"[0, -1, -1, 0, -1]"
2201211012100100002000000,"[0.02679, 0, 0, 0, 0]"
2211021020000100001000000,"[0.01785, 0, 0, 0, 0]"
2211021020200101001000000,"[0.0119, 0, 0, 0, 0]"
2211021020210101001020000,"[0, -1, 0, 0, 0]"
2211221211101102022010000,"[0, -1, 0, 0, -1]"
2121121211121202001020000,"[0, 0, 0, 0.0119, 0]"
2121121211121212201020000,"[0, -1, -1, -1, -1]"
2221221110112102102010000,"[0, -1, -1, -1, -1]"
2021020020100101001020010,"[0, 0, 0, 0, 0]"
2021020220101101001020010,"[0, 0, 0, 0, 0]"
2021020220101101021020110,"[0, 0.0119, 0, 0, 0]"
2221021220101101021020110,"[0, 0, 0, 0, 0]"
2221021220121101121020110,"[0, 0.0119, 0, 0, 0]"
2221121220121101121022110,"[0, 0, 0, 0, 0.0119]"
2221121222121111121022110,"[0, 0, 0, 0, -1]"
2221121010000100002000010,"[0.25097, 0, 0, 0, 0]"
2221121010200101002000010,"[-0.41024, 0.02128, 0, 0, 0]"
2121022010100101002000000,"[0.02321, 0, 0, 0, 0]"
2121022010110101002020000,"[0, 0.01785, 0, 0, 0]"
2121022010110101202021000,"[0, 0, -1, -1, -1]"
2021010110201002020010000,"[0, -1, 0, 0, 0]"
2221221120121102201011010,"[0, 0, -1, 0, -0.76667]"
2221221122121112201011010,"[0, 0, -1, 0, -1]"
2211021110221201001020000,"[0, 0, 0.03231, 0, -1]"
2211011010220202100010000,"[0, -1, -1, -1, -1]"
2211011010220202101012000,"[0, 0, -1, -1, -1]"
2011220110000100002000000,"[0.03683, 0, 0, 0, 0]"
2011220110102100002000000,"[0, 0, 0, 0, 0]"
2011220111102100002000020,"[0.0119, 0, 0, 0, 0]"
2011220111102102012000020,"[0.0119, 0, 0, 0, 0]"
2011220111102102012020120,"[0, -1, 0, 0, 0]"
2201021020110102201011020,"[0, 0, 0.02723, 0, 0]"
2221121020110102201011020,"[0, 0, 0, 0, 0.02232]"
2011210110200102002010020,"[0, 0, 0.0119, 0, 0]"
2011220110201100002000000,"[0, 0, 0, -1, 0]"
2201121012120112002010000,"[0, 0.0119, 0, 0, 0]"
2201121012120112202010010,"[0, 0, 0, 0, 0]"
2201121012120112202112010,"[0, 0, 0.0119, 0, 0]"
2221121112120112202112010,"[0, 0, 0.0119, 0, 0]"
2221121112122112202112011,"[0, 0, 1, 0, 0]"
1001120000200000000000000,"[0.4619, 0, 0, 0, 0]"
1001120000200002000010000,"[0, 0.03178, 0, 0, 0]"
1201121000200002000010000,"[0, 0, 0, 0, 0]"
1201121000220002100010000,"[0, 0.02593, 0, 0, 0]"
1221121110220002100012000,"[0, 0, -1, 0, 0]"
1221121110222102100012000,"[0, 0, -1, 0, 0]"
1021220100201001000000000,"[0.0119, 0, 0, 0, 0]"
1021220120201001000010000,"[0, 0, 0, 0, 0]"
1021220120201201010010000,"[0, 0, 0, 0, 0]"
1221220120201201011010000,"[0, 0, 0, -1, 0]"
2021220120201101011020010,"[0, 0, 0, 0, 0]"
2021220121201101011020210,"[0, 0, 0, 0, 0]"
2221221121201101011020210,"[0, -1, 0, 0, 0]"
2121122110221101222021110,"[0, 0, 0, 0, 0.4619]"
2121122112221111222021110,"[0, 0, 0, 0, 1]"
2121020210101102022010010,"[0, -0.4381, -0.4381, 0, -0.31518]"
2121221210101102022010010,"[0, -1, -1, 0, -1]"
2221001020000100001000010,"[0.0119, 0, 0, 0, 0]"
2221021020100100001000010,"[0.0119, 0, 0, 0, 0]"
2221221020100101001000010,"[0, 0, 0, 0, 0]"
2221221020110101001020010,"[0, 0.0119, 0, 0, 0]"
2221221020110101201021010,"[0, 0, -1, 0, 0]"
2021210012100102002010010,"[0, 0.01785, 0, 0, 0]"
2221211012100102002010010,"[0, 0.0119, 0, 0, 0]"
2211221210101102022010100,"[0, 0.0119, 0, 0, 0]"
2121020110000000000000000,"[0.05621, 0, 0, 0, 0]"
2121221110200001000000000,"[0.0119, 0, 0, 0, 0]"
2121221110200101000020000,"[0, -1, 0, 0, 0]"
2121221110221101000020000,"[0, -1, 0, 0, 0]"
2021120010100101002000020,"[0, 0, 0, 0, 0]"
2121120010100101002020020,"[0, 0.01785, 0, 0, 0]"
