states,scores
2121122212110112202111020,"[0, 0, 1, 0, 0]"
0001200021000100002000010,"[0, 0, 0, 0, 0]"
2011200021000100002000010,"[0.0119, 0, 0, 0, 0]"
2011220021100100002000010,"[0, 0, 0, 0, 0]"
2211220021100101002000010,"[0.0119, 0, 0, 0, 0]"
2211221021100101002020010,"[0, 0.0119, 0, 0, 0]"
2211221121120101002020010,"[0, 0.0119, 0, 0, 0]"
2211221121121101202020010,"[0, -1, 0, 0, 0]"
2221212110110102202010010,"[0, 0.0119, 0, 0, 0]"
2221212111110102202012010,"[0, 0, 1, 0, 0]"
2102100010000200001000000,"[0, 0, 0, 0, 0]"
2102100012000200001000010,"[0.0119, 0, 0, 0, 0]"
2102120012100200001000010,"[0.0119, 0, 0, 0, 0]"
2102120012100212001000010,"[0, 0, 0, 0, 0]"
2122120012100212001010010,"[0, 0, 0, 0, 0]"
2122122112100212001010010,"[0, 0.0119, 0, 0, 0]"
2122122112120212001110010,"[0, 0.0119, 0, 0, 0]"
2122122112120212201111010,"[0, 0, 0.0119, 0, 0]"
2122122112122212201111011,"[0, 0, -1, 0, 0]"
2201221020120101101000000,"[0, 0, 0, 0, 0]"
2201221022120101101000010,"[0, 0, 0, 0, 0]"
2201221022120121101100010,"[0.0119, 0, 0, 0, 0]"
2201221022120121101120011,"[0, 0.0119, 0, 0, 0]"
2211221022120121101122011,"[0, 0, -1, 0, 0]"
1121020010200201001020000,"[0, 0.01785, 0, 0, 0]"
1121020210200201001020010,"[0, 0.0119, 0, 0, 0]"
1121022210210201001020010,"[0, 0, 0, 0, 0]"
1121122210212201001020010,"[0, 0.0119, 0, 0, 0]"
1121122210212201211020010,"[0, 0.0119, 0, 0, 0]"
1121122210212201211022110,"[0, 0, 0, 0, 0.0119]"
1121122212212211211022110,"[0, 0, 0, 0, 0.0119]"
2121122121120102001010020,"[0, 0.0119, 0, 0, 0]"
2121122121120102201011020,"[0, 0, 0, 0, 0]"
2121122121122112201011020,"[0, 0, 0, 0, -1]"
2121122110100102002020010,"[0, 0.0119, 0, 0, 0]"
2121122111120102002020010,"[0, 0.0119, 0, 0, 0]"
2121122111120102202021010,"[0, 0, 1, 0, 0]"
2211211011210122202011020,"[0, 0, 0.0119, 0, 0]"
2211211211210122202111020,"[0, 0, -1, 0, 0]"
2101122022210111101022000,"[0, 0, -1, 0, 0]"
2211221112101101022020210,"[0, 0.0119, 0, 0, 0]"
2211221112121101122020210,"[0, 0.0119, 0, 0, 0]"
2211221112121111122022210,"[0, 0, 0, 0, 0.0119]"
2101220010000200001000010,"[0.02321, 0, 0, 0, 0]"
2101220010200201001000010,"[0.02321, 0, 0, 0, 0]"
2101221010200201001020010,"[0, 0.02321, 0, 0, 0]"
2101221011220201001020010,"[0, 0.01785, 0, 0, 0]"
2101221011220211201020010,"[0, 0.0119, 0, 0, 0]"
2111221011220211201022010,"[0, 0, 0.0119, 0, 0]"
2111221211221211201022010,"[0, 0, 0, 0, 0]"
2111221211221211221122010,"[0, 0, -1, 0, 0]"
2211121211120122202121010,"[0, 0, -1, 0, 0]"
2111000200000000000000000,"[0.0119, 0, 0, 0, 0]"
2111000210002000000000000,"[0, 0.0119, 0, 0, 0]"
2001120010100202000010000,"[0, 0.0119, 0, 0, 0]"
2201121010100202000010000,"[0, 0.0119, 0, 0, 0]"
2201121012110202000010000,"[0, 0.0119, 0, 0, 0]"
2211121012110202200010000,"[0, 0, 0, 0, 0]"
2211121212110202200011000,"[0, 0, 0, 0, 0]"
2211121212112202210011000,"[0, 0, 0.0119, 0, 0]"
2211121212112202211011200,"[0, 0, 0, 0.0119, 0]"
2211121212112212211011220,"[0, 0, 0, 0, 1]"
2121122010210201001020010,"[0, -1, 0, 0, 0]"
2201201010000100002000010,"[0.01726, 0, 0, 0, 0]"
2211021110112102212021200,"[0, 0, 0, 0.04072, 0]"
2111022210221101010020000,"[0, 0.0119, 0, 0, 0]"
2111022210221101210020100,"[0, 1, 0, 0, 0]"
2211121100220001000000000,"[0.0119, 0, 0, 0, 0]"
2211121100220001100020000,"[0, 0.01785, 0, 0, 0]"
2211121100221001100022000,"[0, 0, -1, -1, 0]"
2121121112122102112021020,"[0, 0, 0.04174, 0, -1]"
2211211211221121222121010,"[0, 0, 0.0119, 0, 0]"
2101222010110101002020000,"[0, 0.02083, 0, 0, 0]"
2121222010110101102020000,"[0, 0, -1, 0, 0]"
2111221112112102002020000,"[0, 0.02351, 0, 0, 0]"
2111221112112102212020000,"[0, 0.02321, 0, 0, 0]"
2111221112112102212022100,"[0, 0, 0, 0.0119, 0]"
2111221112112112212022120,"[0, 0, 0, 0, 0.01785]"
2021210111200101002020000,"[0, -1, -0.13019, 0, 0]"
2121122110110202201020010,"[0, 0.0365, 0, 0, 0]"
2121122111111202221022010,"[0, 0, 0.0119, 0, 0]"
2121122111111212221022210,"[0, 0, 0, 0, 0.0119]"
1020020000100001000000000,"[0.0119, 0, 0, 0, 0]"
1020020100100001000020000,"[0, 0.01785, 0, 0, 0]"
1221020100100001000020000,"[0, 0, 0.0119, 0, 0]"
2201012010110002000000000,"[0.02351, 0, 0, 0, 0]"
2201012010110002100020000,"[0, 0.0119, 0, 0, 0]"
2201012010110102100022000,"[0, 0, 0, 0, 0]"
2011120010000200001000020,"[0, 0.02562, 0, 0, 0]"
2121020210201101002000010,"[0.0119, 0, 0, 0, 0]"
2121020210201101012020010,"[0, 0, 0, 0, 0]"
2121120210201101012020210,"[0, 0.0119, 0, 0, 0]"
2121122211201101012020210,"[0, -1, 0, 0, 0]"
2021120210100102002010010,"[0, 0.05292, 0, 0, 0]"
2221120011100102002010000,"[0, 0, 0, 0, 0]"
2221122011110102002010000,"[0, 0.0119, 0, 0, 0]"
2221122211110112002010000,"[0, -1, 0, 0, 0]"
2101012010000200001000020,"[0.0119, 0, 0, 0, 0]"
2101112010200200001000020,"[-1, 0, 0, 0, 0]"
2111222210110102100020000,"[0, 0, 0, 0, -1]"
2221021110011100002000020,"[0.0119, 0, 0, 0, 0]"
2221021110211100102000020,"[0, 0, -1, 0, 0]"
2121012010210002200011000,"[0, 0, 0, 0, 0]"
2211111210200102002020010,"[0, 0.0119, 0, 0, 0]"
2211111210220102102020010,"[0, -1, 0, 0, 0]"
2211020110101202001020000,"[0, 0.0119, 0, 0, 0]"
2211022110111202001020000,"[0, 0, 0, 0, -1]"
1012020010200100000000000,"[0, 0, 0, 0, 0]"
1012020010200102000010000,"[0, 0, 0, 0, 0]"
1212020110200102000010000,"[0, 0.0119, 0, 0, 0]"
1212022110201102000010000,"[0, -1, 0, 0, 0]"
2221121020120102101012010,"[0, 0, 0.0119, 0, 0]"
2221121220121102101012010,"[0, 0, 0.0119, 0, 0]"
2221121220121102121012110,"[0, 0, 0, 0, 0]"
2221121222121112121012110,"[0, 0, 0, 0, -1]"
2111221210110202001020000,"[0, 0.0119, 0, 0, 0]"
2111221210110202201021000,"[0, 0, 0.0119, 0, 0]"
2111221210112202211021000,"[0, 0, 0.0119, 0, 0]"
2111221210112202211021210,"[0, 0, 0, 0, 0.0119]"
2111221212112212211021210,"[0, 0, 0, 0, 0.0119]"
2212021010100102001010020,"[0, 0, 0, 0, 0]"
2212021010120102101010020,"[0, 0.0119, 0, 0, 0]"
2212021110120102101012020,"[0, 0, 0, 0, 0]"
2212021110122102111012020,"[0, 0, 0.0119, 0, 0]"
2212121110122102111012220,"[0, 0, 0, 0, 0.0119]"
2212121112122112111012220,"[0, 0, 0, 0, 0.0119]"
2221121012120122102110010,"[0, 0.0119, 0, 0, 0]"
2111222211210201101020000,"[0, 0, -1, 0, 0]"
2111022010200201001020010,"[0, -1, 0, 0, 0]"
2121220210101102002010010,"[0, 0, 0, 0, 0]"
2001200021000110000000000,"[0.0119, 0, 0, 0, 0]"
2001220021100110000000000,"[0, 0, 0, 0, 0]"
2201220021100110000100000,"[0, -1, 0, 0, 0]"
2121001210011200200000000,"[0.0119, 0, 0, 0, 0]"
2121021210111200200000000,"[0.0119, 0, 0, 0, 0]"
2121021210111202201000000,"[0.0119, 0, 0, 0, 0]"
2121021210111202201021000,"[0, 0, 0.0119, 0, 0]"
2121021210111202221021100,"[0, 0, 0, 0.0119, 0]"
2121121210111202221021120,"[0, 0, 0, 0, 0]"
1121020010200201000000000,"[0, 0, 0, 0, 0]"
1121020210201201000000000,"[0, 0, 0, 0, 0]"
1121020210201201002010000,"[0, 0.0119, 0, 0, 0]"
1121022210201201012010000,"[0, 0, 0, 0, 0]"
1121122210201201012010020,"[0, -1, 0, 0, 0]"
2201121020120102001000010,"[0.0119, 0, 0, 0, 0]"
2201121020120102101020010,"[0, 0.0119, 0, 0, 0]"
2201121021120102101022010,"[0, 0, 0.0119, 0, 0]"
2221121121120102101022010,"[0, 0, 0.0119, 0, 0]"
2221121121122102111022010,"[0, 0, 0, 0, 0]"
2221121121122112111022210,"[0, 0, 0, 0, 0.0119]"
2121120210201201000010000,"[0, 0.01785, 0, 0, 0]"
2121122210201201010010000,"[0, -1, 0, 0, 0]"
2011220210100102002010010,"[0, 0, 0, 0, 0]"
2011220212101102002010010,"[0, 0.0119, 0, 0, 0]"
2211221212101102002010010,"[0, 0, 0, 0, 0]"
2011220110201201000000000,"[0, -1, 0.0119, 0, 0]"
2101121012200100002000000,"[0, 0, 0, 0, -1]"
2201221010100100000000000,"[-1, 0, 0, 0, 0]"
2121222012110202101010010,"[0, 0.0119, 0, 0, 0]"
2121222112110202101012010,"[0, 0, 0.0119, 0, 0]"
2121222112112202111012010,"[0, 0, 0, 0, -1]"
2121210110202101012020120,"[0, 1, 0, 0, 0]"
2021020120101102001020010,"[0, 0.02857, 0, 0, 0]"
2221021120121102111020210,"[0, 0.0119, 0, 0, 0]"
2221121120121102111022210,"[0, 0, 0, 0, 0.0119]"
2221121122121112111022210,"[0, 0, 0, 0, -1]"
2211221210101102012010020,"[0, -1, -1, 0, 0]"
2101021010210201000020000,"[0, 0.02321, 0, -1, 0]"
2101121010210201200020000,"[0, 0.0119, -1, 0, 0]"
2101121011210201200022000,"[0, 0, -1, 0, 0]"
2011220010200201001010000,"[0, 0.0119, 0, 0, 0]"
2211220110200201001010000,"[0, -1, 0, 0, 0]"
0201102021010000000000000,"[0.0119, 0, 0, 0, 0]"
2201112021010000000000000,"[0, 0, 0, 0, 0]"
2201112021110200000000000,"[0.0119, 0, 0, 0, 0]"
2201112021110202001000000,"[0.0119, 0, 0, 0, 0]"
2211112021110202001020000,"[0, 0.0119, 0, 0, 0]"
2211112021110202201020010,"[0, 0.0119, 0, 0, 0]"
2211112121110202201022010,"[0, 0, 1, 0, 0]"
2121121112102102002000000,"[0.0119, 0, 0, 0, 0]"
2121121112102102012020000,"[0, 0.0119, 0, 0, 0]"
2121121112122102112020000,"[0, 0.02321, 0, 0, 0]"
2121121112122102112022100,"[0, 0, 0, 0.02589, 0]"
2121121112122112112022120,"[0, 0, 0, 0, 0.02083]"
1201020010200201001000000,"[0, 0, 0, 0, 0]"
1201021010200201001020000,"[0, 0, 0, 0, 0]"
1201221010210201001020000,"[0, 0.0119, 0, 0, 0]"
1201221010210201201021000,"[0, 0, 0.0119, 0, 0]"
1221221011210201201021000,"[0, 0, 0.0119, 0, 0]"
1221221211210201201021010,"[0, 0, 0.0119, 0, 0]"
1221221211212201211021010,"[0, 0, 0, 0, 0]"
1221221211212221211121010,"[0, 0, 0, 0, 0]"
2011210012200101002010020,"[0, 0.0119, 0, 0, 0]"
2211210112200101002010020,"[0, 0, 0, 0, -1]"
2121122012120112102120010,"[0, -1, 0, 0, 0]"
2211121211220121202121010,"[0, 0, 0, 0, 0.04522]"
2001010020200101000000000,"[0.0119, 0, 0, 0, 0]"
2001010020200101002010000,"[0, 0, 0, 0, 0]"
2001110020200101002010020,"[0, 0.0119, 0, 0, 0]"
2201111020200101002010020,"[0, 0, 0, 0, 0]"
2201111022210101002010020,"[0, 0.0119, 0, 0, 0]"
2201111022210101202011020,"[0, 0, 0, 0, 0]"
2211111022210121202011020,"[0, 0, 0.0119, 0, 0]"
2211111222210121202111020,"[0, 0, 0.0119, 0, 0]"
2211111222212121212111020,"[0, 0, 0, 0, 0]"
2111221210122202101021010,"[0, 0, 0.0119, 0, 0]"
2111221210122202121021110,"[0, 0, 0, 0, 0]"
2111221212122212121021110,"[0, 0, 0, 0, -1]"
2221020210101101002000010,"[0.0119, 0, 0, 0, 0]"
2221020210101101012020010,"[0, -1, 0, 0, 0]"
0002100001000000000000000,"[0.0119, 0, 0, 0, 0]"
2002100011000000000000000,"[0, 0, 0, 0, 0]"
2002120011100000000000000,"[0.0119, 0, 0, 0, 0]"
2102120011100002000000000,"[0, 0, 0, 0, 0]"
2102121011100002000020000,"[0, 0.0119, 0, 0, 0]"
2102121011120002100020000,"[0, 0.0119, 0, 0, 0]"
2102121011120102100022000,"[0, 0, -1, 0, 0]"
2211220112101121022120010,"[0, 0, 0, 0, -0.31518]"
2111222012100202001010010,"[0, 0.0119, 0, 0, 0]"
2111222012120202101010010,"[0, 0.0119, 0, 0, 0]"
2111222012120212101012010,"[0, 0, 0.0119, 0, 0]"
2111222212120212101112010,"[0, 0, -1, 0, 0]"
2211121012110112202012020,"[0, 0, -1, 0, -0.65715]"
2101021010100200002000000,"[0, 0, 0, 0, 0]"
2101021010100202002010000,"[0, 0.0119, 0, 0, 0]"
2101021010120202102010000,"[0, 0.01785, 0, 0, 0]"
2101021010120202102012010,"[0, 0, 0.0119, 0, 0]"
2121121010120202102012010,"[0, 0, -1, 0, 0]"
2021010010200101000020000,"[0, 0, 0, 0, 0]"
2021110210200101000020000,"[0, 0.0119, 0, 0, 0]"
2221110210201101000020000,"[0, -1, 0, 0, 0]"
2121022010210201101012000,"[0, 0, -1, 0, 0]"
2201011000000000000000000,"[0.0119, 0, 0, 0, 0]"
2201011000210000000000000,"[0, 0, 0, 0, 0]"
2221011100210000000000000,"[0.0119, 0, 0, 0, 0]"
2221011100211002000000000,"[0.0119, 0, 0, 0, 0]"
2221011100211002010020000,"[0, -1, 0, 0, 0]"
2111022010100200001000020,"[-1, 0, 0, 0, 0]"
2211221211120121102122010,"[0, 0, 0.0119, 0, 0]"
2211221211122121112122010,"[0, 0, 0.0119, 0, 0]"
2111221010200000000000000,"[1, 0, 0, 0, 0]"
2011020110102200000000000,"[0, 0, 0, 0, 0]"
2111020110102202000000000,"[0.0119, 0, 0, 0, 0]"
2111021110102202000020000,"[0, -1, 0, 0, 0]"
2221110010100102002000000,"[0.0119, 0, 0, 0, 0]"
2221111010100102002020000,"[0, -1, 0, 0, 0]"
2211220011100122002110000,"[0, 0, 0, 0, 0]"
2211222011110122002110000,"[0, 0.0119, 0, 0, 0]"
2221110110202101012020120,"[0, 1, 0, 0, 0]"
2211221211110122202211001,"[0, 0, -1, 0, 0]"
2211220210201101012020110,"[0, 0, 0, 0, 0.0119]"
2211222210211101012020110,"[0, -0.76667, 0, 0, -1]"
2101111010200202000020000,"[0, 0.0119, 0, 0, 0]"
2101111010220202100020000,"[0, -1, -1, 0, 0]"
0201200011000200001000000,"[0.0119, 0, 0, 0, 0]"
2201201011000200001000000,"[0.0119, 0, 0, 0, 0]"
2201221011010200001000000,"[0.0119, 0, 0, 0, 0]"
2201221011210200001000010,"[0, 0, 0, 0, 0]"
2201221011210221001000010,"[0.0119, 0, 0, 0, 0]"
2201221011210221101020010,"[0, 0, -1, 0, 0]"
2111022010000000000000000,"[0, 0, 0, 0, 0]"
2111222010120102102012010,"[0, 0, 0, 0, 0.0119]"
2211101202001000000000000,"[0, 0, 0, 0, 0]"
2211111202001000020000000,"[0.0119, 0, 0, 0, 0]"
2211111202201001020000000,"[0.0119, 0, 0, 0, 0]"
2211111202211001020020000,"[0, 0.0119, 0, 0, 0]"
2211111202211001220021000,"[0, 0, 0.0119, 0, 0]"
2211111212211001220021200,"[0, 0, 0, 0, 0]"
2211111212211121220021200,"[0, 0, 0, 0.0119, 0]"
2211111212211121222121200,"[0, 0, 0, 0, 0]"
2121020210101200001000000,"[0.0119, 0, 0, 0, 0]"
2121021210101202001000000,"[0, 0, 0, 0, 0]"
2121021210111202001000020,"[-1, 0, 0, 0, 0]"
1201021000100002000000000,"[0.01726, 0, 0, 0, 0]"
1201021000110002000020000,"[0, 0.01785, 0, 0, 0]"
1201021000110002200021000,"[0, 0, 0.0119, 0, 0]"
1221021100110002200021000,"[0, 0, 0.0119, 0, 0]"
1221021100112002210021000,"[0, 0, 0.0119, 0, 0]"
1221021110112002210021200,"[0, 0, 0, 0, 0]"
1221221110112102210021200,"[0, 0, 0, -1, 0]"
2021010110201200020000100,"[0, 0, 0, 0, 0]"
2021010110201202020010100,"[0, -1, 0, 0, 0]"
2211222110110102102012000,"[0, 0, 1, 0, 0]"
2101222011110102102012020,"[0, 0, 0.0119, 0, 0]"
2121222011110112102012020,"[0, 0, -1, 0, 0]"
0001100020000100002000000,"[0.01726, 0, 0, 0, 0]"
2021110020000100002000010,"[0.0119, 0, 0, 0, 0]"
2021110220100100002000010,"[0.0119, 0, 0, 0, 0]"
2021110220101102002000010,"[0.0119, 0, 0, 0, 0]"
2021110220101102012020010,"[0, 0.0119, 0, 0, 0]"
2221110221101102012020010,"[0, -1, 0, 0, 0]"
2201110012000200001000000,"[0.01785, 0, 0, 0, 0]"
2201110012200201001000000,"[0.0119, 0, 0, 0, 0]"
2201111012200201001020000,"[0, 0.0119, 0, 0, 0]"
2201111012220201101020000,"[0, 0.0119, 0, 0, 0]"
2211111012220201101022000,"[0, 0, -1, 0, 0]"
2221121210101102002000010,"[-1, 0, 0, 0, 0]"
2101212010210201201021000,"[0, 0, 0, 0.01785, 0]"
1221020110102001000020000,"[0, -1, 0, 0, 0]"
2011210210201102000000000,"[-1, 0, 0, 0, 0]"
2101221011210101202000020,"[0, 0, 0, 0, 0]"
2101221011210121202010020,"[0, 0.0119, 0, 0, 0]"
2111221011210121202012020,"[0, 0, 0.0119, 0, 0]"
2111221211211121202012020,"[0, 0, 0.0119, 0, 0]"
2111221211211121222012120,"[0, 0, 0, 0, 1]"
2121120120202101001020010,"[0, 0.0119, 0, 0, 0]"
2121122120202101011020010,"[0, 0, 0, 0, 0]"
2121122121202101011020210,"[0, -1, 0, 0, 0]"
2211121112110102202012020,"[0, 0, 0.02575, 0, 0]"
2211121112112102212012020,"[0, 0, 0.02819, 0, 0]"
2121120120201101020020100,"[0, -1, 0, 0, 0]"
2021110110200102002010020,"[0, -1, 0, 0, 0]"
2121120010200100002000010,"[0, 0, 0, 0, 0]"
2121122010200101002000010,"[0, 0, 0, 0, 0]"
2021110020100102001000020,"[0.0119, 0, 0, 0, 0]"
2121110020100102001020020,"[0, 0.0119, 0, 0, 0]"
2121112020110102001020020,"[0, 0, -1, 0, 0]"
0021200021000110002000010,"[0, 0, 0, 0, 0]"
1221200021000110002000010,"[0.0119, 0, 0, 0, 0]"
1221220021000110002100010,"[0, 0, 0, 0, 0]"
1221221021000110002100012,"[0, 0, 0, 0, 0]"
1221221021020110102100012,"[0, 0, 0, 0, 0]"
1221221121020110102102012,"[0.0119, 0, 0, 0, 0]"
1221221121221110102102012,"[0.0119, 0, 0, 0, 0]"
1221221121221112102112012,"[0, 0, 0.0119, 0, 0]"
2221121212101102022010110,"[0, -1, 0, 0, -1]"
2201121010200100000000000,"[1, 0, -1, 0, 0]"
2201121010120102102000000,"[0.03059, 0, 0, 0, 0]"
2201121012120112102000000,"[0.01726, 0, 0, 0, 0]"
2211121012120112102222011,"[0, 0, -1, 0, 0]"
2121121020110102000020000,"[0, 0.04218, 0, -1, -1]"
2121121020110102200021000,"[0, 0, 0, 0.03485, 0]"
2121121021110102202021000,"[0, 0, 0, 0.02499, 0]"
2121212010210101102020000,"[0, -1, 0, 0, 0]"
2001220010100101002010020,"[0, 0.0119, 0, 0, 0]"
2201221010100101002010020,"[0, 0, 0, 0, 0]"
2201221011120101002010020,"[0, 0.0119, 0, 0, 0]"
2201221011120101202011020,"[0, 0, -1, 0, 0]"
2121021110122102112020000,"[0, 0.0119, 0, 0, 0]"
2121021110122102112022100,"[0, 0, 0, 0.0119, 0]"
2121121110122102112022120,"[0, 0, 0, 0, 0]"
2011020210201101002010020,"[0, 0.01785, 0, 0, 0]"
2211020210201101012010020,"[0, 0.02618, 0, 0, 0]"
2211220211201101012010020,"[0, 0.0119, 0, 0, 0]"
2211222211211101012010020,"[0, -1, 0, 0, 0]"
2021120111100112002020020,"[0, 0.0119, 0, 0, 0]"
2221120111101112002020020,"[0, -1, 0, 0, 0]"
2221121210101102002010000,"[0, -1, -1, -1, -0.7637]"
2111221112201021000020000,"[0, -1, 0, 0, 0]"
2101021010220101100022000,"[0, 0, 0, 0, -1]"
2211220211101112012020120,"[0, -1, 0, 0, 0]"
2121120011100202001020000,"[0, 0.0119, 0, 0, 0]"
2121122011120202101020010,"[0, 0.0119, 0, 0, 0]"
2121122011120212101022010,"[0, 0, -1, 0, 0]"
2211221120121102201012010,"[0, 0, 0.0119, 0, 0]"
2211221120121102221012110,"[0, 0, 0, 0, 0.0119]"
2211221122121112221012110,"[0, 0, 0, 0, -1]"
2011220110200201000010000,"[0, 0.0119, 0, 0, 0]"
2211220111200201000010000,"[0, 0.0119, 0, 0, 0]"
2211222111201201000010000,"[0, -1, 0, 0, 0]"
2121221011200001000000000,"[0, 0, 0, 0, 0]"
2121221011200121000000000,"[0, 0, 0, 0, 0]"
2121221211210121000000000,"[-1, 0, 0, 0, 0]"
1002120001000000000000000,"[0, 0, 0, 0, 0]"
1002120001200001000000000,"[0.0119, 0, 0, 0, 0]"
1012120001200001000020000,"[0, 0.0119, 0, 0, 0]"
1212121001200001000020000,"[0, 0, 0, 0, 0]"
1212121201201001000020000,"[0, 0.0119, 0, 0, 0]"
1212121201221001010020000,"[0, 0.0119, 0, 0, 0]"
1212121201221001210021000,"[0, 0, 0.0119, 0, 0]"
1212121211221001210021200,"[0, 0, 0, -1, 0]"
2101211000200000000000000,"[0.0119, 0, 0, 0, 0]"
2111211000200002000000000,"[0.0119, 0, 0, 0, 0]"
2111211000210002000020000,"[0, 0, 0, 0, 0]"
2111211010210002200020000,"[0, 0, 0, 0, 0]"
2111211210210002200021000,"[0, 0, 0.0119, 0, 0]"
2111211210212002210021000,"[0, 0, 0, 0, 0]"
2111211210212102210021200,"[0, 0, 0, -1, 0]"
1021010020000200001000000,"[0, 0, 0, 0, 0]"
1021010020100200001000020,"[0, -1, 0, 0, 0]"
2221221112110112102012000,"[0, 0, 0.02562, 0, 0]"
2221221112112112112012000,"[0, 0, 0.02991, 0, 0]"
2201211011210101202020000,"[0, 0.0119, 0, 0, 0]"
2211120110200201000000000,"[0.0119, 0, 0, 0, 0]"
1211121011220122202012010,"[0, 0, 0.47671, 0, 0]"
1211121211220122202112010,"[0, 0, 0.0302, 0, 0]"
1211121211222122212112010,"[0, 0, 0.02083, 0, 0]"
2121221110122202111022110,"[0, 0, 0, 0, 0.0119]"
2121221112122212111022110,"[0, 0, 0, 0, 0.0119]"
2211121200211001000020000,"[0, 0, 0, 0, 0]"
2211121220211001100020000,"[0, 0, -1, 0, 0]"
2111222111221101200020000,"[0, 1, 0, 0, 0]"
1121020120200101000020000,"[0, -1, 0, 0, 0]"
2001120012000200001000010,"[0.01726, 0, 0, 0, 0]"
2101122012210221101020010,"[0, 0, -1, 0, 0]"
2021010210201101002010020,"[0, 0, 0, 0, 0]"
2221011210201101002010020,"[0, -1, 0.0119, 0, 0]"
2001120011100102002020000,"[0, 0.0119, 0, 0, 0]"
2201120011100112002020000,"[0, -1, 0, 0, 0]"
2001120021100102001020000,"[0, 0.0119, 0, 0, 0]"
2201121021100102001020000,"[0, 0.0119, 0, 0, 0]"
2201121021120102101020000,"[0, 0, 0, 0, 0]"
2211121021120122101020000,"[0, 0.0119, 0, 0, 0]"
2211121021120122101022010,"[0, 0, 0.0119, 0, 0]"
2211121221121122101022010,"[0, 0, 0.0119, 0, 0]"
2211121221121122121022110,"[0, 0, 0, 0, -1]"
2211121211211121222122010,"[0, 0, 0.02376, 0, 0]"
2011220112100102000000000,"[0.0119, 0, 0, 0, 0]"
2011220112101102000020000,"[0, -1, 0, 0, 0]"
2121121001000020000000000,"[0, 0, 0, 0, 0]"
2121121201001020000000000,"[0.0119, 0, 0, 0, 0]"
2121121201201021000000000,"[0, 0, 0, 0, 0]"
2121121221201021010000000,"[0, 0, 0, 0, 0]"
2121121221201021010020100,"[0, 0, 0, 0, 0]"
2121121221201221010120100,"[0, 0.0119, 0, 0, 0]"
2121121221221221011120100,"[0, 0.0119, 0, 0, 0]"
2121121221221221211121100,"[0, 0, 0, -1, 0]"
2211221211112112202011020,"[0, 0, 1, 0, 0]"
2102122010100102000010000,"[0, 0, 0, 0, 0]"
2102122010120102100010000,"[0, 0.0119, 0, 0, 0]"
2102122010120102101012000,"[0, 0, 0, 0, -1]"
2111220112200011000020000,"[0, 0.02083, 0, 0, 0]"
2121021010100202001010020,"[0, 0, 0, 0, 0]"
2121121010120202001010020,"[0, 0.0119, 0, 0, 0]"
2121121011120202201010020,"[0, -1, 0, 0, 0]"
2112022110211101020020000,"[0, 0.0119, 0, 0, 0]"
2112022110211101221020000,"[0, -1, 0, 0, 0]"
2221122112110112102212010,"[0, 0, 1, 0, 0]"
2021220111100102002010000,"[0, 0.0119, 0, 0, 0]"
2221220111100112002010000,"[0, 0.0119, 0, 0, 0]"
2221222111101112002010000,"[0, 0, -1, 0, 0]"
2111221011120112002020020,"[0, -1, 0, 0, 0]"
2121011020100200000000000,"[0.0119, 0, 0, 0, 0]"
2121011020100202000010000,"[0, 0.0119, 0, 0, 0]"
2121011120120202000010000,"[0, 0.0119, 0, 0, 0]"
2121011120120202201010000,"[0, 0.0119, 0, 0, 0]"
2121011120120202201012010,"[0, 0, 0.0119, 0, 0]"
2121111120122202201012010,"[0, 0, 0.0119, 0, 0]"
2121111121122202221012010,"[0, 0, 0.0119, 0, 0]"
2121111121122212221012210,"[0, 0, 0, 0, 0.0119]"
2221021110122102112021010,"[0, 0, 0.04449, 0, 0]"
2221121110122102112021210,"[0, 0, 0, 0, 0.03705]"
2221121112122112112021210,"[0, 0, 0, 0, 0]"
2101222010100102000010000,"[0, -1, -1, 0, 0]"
2021120210101102012010200,"[0, 0, 0, 0, 0]"
2021120211101102012010220,"[0, 0.0119, 0, 0, 0]"
2221121211101102012010220,"[0, 0, 0, 0, -1]"
2101120020000100000000000,"[-1, 0, 0, 0, 0]"
2221121112122102102011000,"[0, 0, 0, 0, 0]"
2221121112122102122011100,"[0, 0, 0, 1, 0]"
2121121002210001000000000,"[-1, 0, 0, 0, 0]"
2211221112110102102012020,"[0, 0, 0.02232, 0, 0]"
2211221112112102112012020,"[0, 0, 0.0119, 0, 0]"
2211221112112112112012220,"[0, 0, 0, 0, 0]"
2201120010100201001020000,"[0, 0.03395, 0, 0, 0]"
2201122010110201001020000,"[0, 0.02351, 0, 0, 0]"
2201122011110201201021020,"[0, 0, 0, 0, 0]"
2211122011110221201021020,"[0, 0, 0, 0, 0]"
2211122211110221201121020,"[0, 0, 0.0119, 0, 0]"
2211122211112221211121020,"[0, 0, 0.0119, 0, 0]"
2011210020000100000000000,"[0, 0, 0, 0, 0]"
2011210022100100000000000,"[0.01785, 0, 0, 0, 0]"
2011210022100112000000000,"[0, 0, 0, 0, 0]"
2211211022100112000000000,"[0.0119, 0, 0, 0, 0]"
2211211022110112000020000,"[0, 0.0119, 0, 0, 0]"
2211211022110112201020000,"[0, 0.0119, 0, 0, 0]"
2211211022110112201122000,"[0, 0, 0.0119, 0, 0]"
2211211222110112201122010,"[0, 0, 1, 0, 0]"
2101022010200001000010000,"[0, 0.02618, 0, 0, 0]"
2101122010220001000010000,"[0, 0, 0.02767, 0, 0]"
